run_id,schema_id,scenario_id,sample_index,terrain_component_id,terrain_type,x_m,y_m,height_m,normal_x,normal_y,normal_z,terrain_mu_query,contact_material_mu,sinkage_m,estimated_friction,scm_sinkage_demo_m,source
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,448,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-2.000,1.800,-0.03597,-0.13003,0.03575,0.99087,0.5943,0.5943,0.00000,0.5943,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,449,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-2.000,1.900,-0.03922,-0.14156,0.02840,0.98952,0.5920,0.5920,0.00000,0.5920,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,450,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-2.000,2.000,-0.04170,-0.15033,0.02051,0.98842,0.5902,0.5902,0.00000,0.5902,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,451,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-2.000,-0.02589,-0.16093,-0.01272,0.98688,0.6015,0.6015,0.00000,0.6015,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,452,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-1.900,-0.02436,-0.15159,-0.01761,0.98829,0.6026,0.6026,0.00000,0.6026,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,453,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-1.800,-0.02234,-0.13929,-0.02218,0.99000,0.6040,0.6040,0.00000,0.6040,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,454,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-1.700,-0.01989,-0.12424,-0.02634,0.99190,0.6058,0.6058,0.00000,0.6058,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,455,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-1.600,-0.01705,-0.10670,-0.02999,0.99384,0.6078,0.6078,0.00001,0.6078,0.00001,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,456,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-1.500,-0.01387,-0.08699,-0.03307,0.99566,0.6101,0.6101,0.00001,0.6101,0.00001,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,457,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-1.400,-0.01043,-0.06549,-0.03550,0.99722,0.6126,0.6126,0.00003,0.6126,0.00003,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,458,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-1.300,-0.00678,-0.04262,-0.03723,0.99840,0.6152,0.6152,0.00007,0.6152,0.00007,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,459,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-1.200,-0.00300,-0.01885,-0.03821,0.99909,0.6179,0.6179,0.00014,0.6179,0.00014,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,460,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-1.100,0.00085,0.00533,-0.03843,0.99925,0.6194,0.6194,0.00027,0.6194,0.00027,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,461,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-1.000,0.00467,0.02938,-0.03787,0.99885,0.6167,0.6167,0.00049,0.6167,0.00049,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,462,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-0.900,0.00840,0.05282,-0.03656,0.99793,0.6140,0.6140,0.00084,0.6140,0.00084,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,463,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-0.800,0.01197,0.07514,-0.03451,0.99658,0.6114,0.6114,0.00136,0.6114,0.00136,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,464,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-0.700,0.01531,0.09591,-0.03179,0.99488,0.6091,0.6091,0.00209,0.6091,0.00209,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,465,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-0.600,0.01834,0.11471,-0.02845,0.99299,0.6069,0.6069,0.00302,0.6069,0.00302,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,466,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-0.500,0.02102,0.13119,-0.02456,0.99105,0.6050,0.6050,0.00414,0.6050,0.00414,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,467,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-0.400,0.02328,0.14505,-0.02022,0.98922,0.6034,0.6034,0.00536,0.6034,0.00536,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,468,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-0.300,0.02509,0.15607,-0.01549,0.98762,0.6021,0.6021,0.00654,0.6021,0.00654,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,469,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-0.200,0.02641,0.16407,-0.01049,0.98639,0.6011,0.6011,0.00755,0.6011,0.00755,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,470,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,-0.100,0.02721,0.16891,-0.00529,0.98562,0.6006,0.6006,0.00822,0.6006,0.00822,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,471,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,0.000,0.02748,0.17053,0.00000,0.98535,0.6004,0.6004,0.00846,0.6004,0.00846,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,472,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,0.100,0.02721,0.16891,0.00529,0.98562,0.6006,0.6006,0.00822,0.6006,0.00822,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,473,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,0.200,0.02641,0.16407,0.01049,0.98639,0.6011,0.6011,0.00755,0.6011,0.00755,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,474,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,0.300,0.02509,0.15607,0.01549,0.98762,0.6021,0.6021,0.00654,0.6021,0.00654,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,475,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,0.400,0.02328,0.14505,0.02022,0.98922,0.6034,0.6034,0.00536,0.6034,0.00536,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,476,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,0.500,0.02102,0.13119,0.02456,0.99105,0.6050,0.6050,0.00414,0.6050,0.00414,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,477,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,0.600,0.01834,0.11471,0.02845,0.99299,0.6069,0.6069,0.00302,0.6069,0.00302,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,478,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,0.700,0.01531,0.09591,0.03179,0.99488,0.6091,0.6091,0.00209,0.6091,0.00209,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,479,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,0.800,0.01197,0.07514,0.03451,0.99658,0.6114,0.6114,0.00136,0.6114,0.00136,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,480,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,0.900,0.00840,0.05282,0.03656,0.99793,0.6140,0.6140,0.00084,0.6140,0.00084,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,481,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,1.000,0.00467,0.02938,0.03787,0.99885,0.6167,0.6167,0.00049,0.6167,0.00049,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,482,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,1.100,0.00085,0.00533,0.03843,0.99925,0.6194,0.6194,0.00027,0.6194,0.00027,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,483,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,1.200,-0.00300,-0.01885,0.03821,0.99909,0.6179,0.6179,0.00014,0.6179,0.00014,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,484,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,1.300,-0.00678,-0.04262,0.03723,0.99840,0.6152,0.6152,0.00007,0.6152,0.00007,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,485,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,1.400,-0.01043,-0.06549,0.03550,0.99722,0.6126,0.6126,0.00003,0.6126,0.00003,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,486,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,1.500,-0.01387,-0.08699,0.03307,0.99566,0.6101,0.6101,0.00001,0.6101,0.00001,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,487,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,1.600,-0.01705,-0.10670,0.02999,0.99384,0.6078,0.6078,0.00001,0.6078,0.00001,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,488,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,1.700,-0.01989,-0.12424,0.02634,0.99190,0.6058,0.6058,0.00000,0.6058,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,489,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,1.800,-0.02234,-0.13929,0.02218,0.99000,0.6040,0.6040,0.00000,0.6040,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,490,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,1.900,-0.02436,-0.15159,0.01761,0.98829,0.6026,0.6026,0.00000,0.6026,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,491,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.900,2.000,-0.02589,-0.16093,0.01272,0.98688,0.6015,0.6015,0.00000,0.6015,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,492,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-2.000,-0.00926,-0.16642,-0.00454,0.98604,0.6134,0.6134,0.00000,0.6134,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,493,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-1.900,-0.00871,-0.15679,-0.00629,0.98761,0.6138,0.6138,0.00000,0.6138,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,494,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-1.800,-0.00799,-0.14410,-0.00793,0.98953,0.6143,0.6143,0.00000,0.6143,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,495,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-1.700,-0.00711,-0.12856,-0.00941,0.99166,0.6149,0.6149,0.00000,0.6149,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,496,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-1.600,-0.00609,-0.11044,-0.01072,0.99383,0.6156,0.6156,0.00001,0.6156,0.00001,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,497,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-1.500,-0.00496,-0.09006,-0.01182,0.99587,0.6165,0.6165,0.00002,0.6165,0.00002,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,498,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-1.400,-0.00373,-0.06781,-0.01270,0.99762,0.6173,0.6173,0.00004,0.6173,0.00004,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,499,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-1.300,-0.00242,-0.04413,-0.01332,0.99894,0.6183,0.6183,0.00009,0.6183,0.00009,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,500,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-1.200,-0.00107,-0.01952,-0.01367,0.99972,0.6192,0.6192,0.00018,0.6192,0.00018,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,501,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-1.100,0.00030,0.00552,-0.01375,0.99989,0.6198,0.6198,0.00035,0.6198,0.00035,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,502,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-1.000,0.00167,0.03043,-0.01355,0.99945,0.6188,0.6188,0.00064,0.6188,0.00064,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,503,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-0.900,0.00300,0.05469,-0.01308,0.99842,0.6179,0.6179,0.00110,0.6179,0.00110,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,504,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-0.800,0.00428,0.07780,-0.01234,0.99689,0.6169,0.6169,0.00179,0.6169,0.00179,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,505,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-0.700,0.00547,0.09928,-0.01137,0.99499,0.6161,0.6161,0.00274,0.6161,0.00274,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,506,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-0.600,0.00656,0.11871,-0.01017,0.99288,0.6153,0.6153,0.00397,0.6153,0.00397,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,507,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-0.500,0.00751,0.13573,-0.00878,0.99071,0.6146,0.6146,0.00544,0.6146,0.00544,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,508,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-0.400,0.00832,0.15005,-0.00722,0.98865,0.6141,0.6141,0.00704,0.6141,0.00704,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,509,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-0.300,0.00897,0.16141,-0.00554,0.98687,0.6136,0.6136,0.00860,0.6136,0.00860,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,510,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-0.200,0.00944,0.16966,-0.00375,0.98550,0.6133,0.6133,0.00992,0.6133,0.00992,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,511,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,-0.100,0.00973,0.17465,-0.00189,0.98463,0.6131,0.6131,0.01080,0.6131,0.01080,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,512,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,0.000,0.00982,0.17632,0.00000,0.98433,0.6130,0.6130,0.01112,0.6130,0.01112,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,513,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,0.100,0.00973,0.17465,0.00189,0.98463,0.6131,0.6131,0.01080,0.6131,0.01080,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,514,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,0.200,0.00944,0.16966,0.00375,0.98550,0.6133,0.6133,0.00992,0.6133,0.00992,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,515,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,0.300,0.00897,0.16141,0.00554,0.98687,0.6136,0.6136,0.00860,0.6136,0.00860,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,516,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,0.400,0.00832,0.15005,0.00722,0.98865,0.6141,0.6141,0.00704,0.6141,0.00704,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,517,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,0.500,0.00751,0.13573,0.00878,0.99071,0.6146,0.6146,0.00544,0.6146,0.00544,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,518,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,0.600,0.00656,0.11871,0.01017,0.99288,0.6153,0.6153,0.00397,0.6153,0.00397,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,519,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,0.700,0.00547,0.09928,0.01137,0.99499,0.6161,0.6161,0.00274,0.6161,0.00274,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,520,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,0.800,0.00428,0.07780,0.01234,0.99689,0.6169,0.6169,0.00179,0.6169,0.00179,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,521,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,0.900,0.00300,0.05469,0.01308,0.99842,0.6179,0.6179,0.00110,0.6179,0.00110,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,522,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,1.000,0.00167,0.03043,0.01355,0.99945,0.6188,0.6188,0.00064,0.6188,0.00064,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,523,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,1.100,0.00030,0.00552,0.01375,0.99989,0.6198,0.6198,0.00035,0.6198,0.00035,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,524,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,1.200,-0.00107,-0.01952,0.01367,0.99972,0.6192,0.6192,0.00018,0.6192,0.00018,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,525,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,1.300,-0.00242,-0.04413,0.01332,0.99894,0.6183,0.6183,0.00009,0.6183,0.00009,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,526,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,1.400,-0.00373,-0.06781,0.01270,0.99762,0.6173,0.6173,0.00004,0.6173,0.00004,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,527,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,1.500,-0.00496,-0.09006,0.01182,0.99587,0.6165,0.6165,0.00002,0.6165,0.00002,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,528,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,1.600,-0.00609,-0.11044,0.01072,0.99383,0.6156,0.6156,0.00001,0.6156,0.00001,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,529,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,1.700,-0.00711,-0.12856,0.00941,0.99166,0.6149,0.6149,0.00000,0.6149,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,530,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,1.800,-0.00799,-0.14410,0.00793,0.98953,0.6143,0.6143,0.00000,0.6143,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,531,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,1.900,-0.00871,-0.15679,0.00629,0.98761,0.6138,0.6138,0.00000,0.6138,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,532,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.800,2.000,-0.00926,-0.16642,0.00454,0.98604,0.6134,0.6134,0.00000,0.6134,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,533,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-2.000,0.00768,-0.16667,0.00377,0.98601,0.6145,0.6145,0.00000,0.6145,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,534,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-1.900,0.00722,-0.15702,0.00522,0.98758,0.6148,0.6148,0.00000,0.6148,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,535,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-1.800,0.00663,-0.14431,0.00657,0.98951,0.6153,0.6153,0.00000,0.6153,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,536,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-1.700,0.00590,-0.12875,0.00781,0.99165,0.6158,0.6158,0.00000,0.6158,0.00000,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,537,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-1.600,0.00506,-0.11061,0.00889,0.99382,0.6164,0.6164,0.00001,0.6164,0.00001,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,538,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-1.500,0.00411,-0.09020,0.00981,0.99588,0.6171,0.6171,0.00002,0.6171,0.00002,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,539,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-1.400,0.00309,-0.06791,0.01053,0.99764,0.6178,0.6178,0.00005,0.6178,0.00005,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,540,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-1.300,0.00201,-0.04420,0.01105,0.99896,0.6186,0.6186,0.00012,0.6186,0.00012,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,541,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-1.200,0.00089,-0.01955,0.01134,0.99974,0.6194,0.6194,0.00024,0.6194,0.00024,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,542,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-1.100,-0.00025,0.00552,0.01140,0.99992,0.6198,0.6198,0.00045,0.6198,0.00045,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,543,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-1.000,-0.00139,0.03048,0.01124,0.99947,0.6190,0.6190,0.00083,0.6190,0.00083,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,544,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-0.900,-0.00249,0.05478,0.01085,0.99844,0.6182,0.6182,0.00143,0.6182,0.00143,fallback_pychrono_unavailable
environment_terrain_component_demo,terrain.surface_probe.v1,surface_probe_schema_v1,545,terrain.heightmap_mesh,analytic_heightmap_with_scm_sinkage,-1.700,-0.800,-0.00355,0.07792,0.01024,0.99691,0.6175,0.6175,0.00232,0.6175,0.00232,fallback_pychrono_unavailable
