schema_id,run_id,scenario_id,time_s,step_index,vehicle_model,terrain_component_id,driver_input_source,steering_cmd,throttle_cmd,braking_cmd,input_source,engine_speed_radps,engine_torque_Nm,gear,driveshaft_speed_radps,driveshaft_torque_Nm,drive_type,front_torque_fraction,brake_lock_state,source,wheel_torque_axle0_left_single_Nm,brake_torque_axle0_left_single_Nm,tire_Fx_axle0_left_single_N,tire_Fz_axle0_left_single_N,slip_ratio_axle0_left_single,contact_patch_axle0_left_single,steering_angle_axle0_left_single_rad,suspension_travel_axle0_left_single_m,wheel_load_axle0_left_single_N,wheel_torque_axle0_right_single_Nm,brake_torque_axle0_right_single_Nm,tire_Fx_axle0_right_single_N,tire_Fz_axle0_right_single_N,slip_ratio_axle0_right_single,contact_patch_axle0_right_single,steering_angle_axle0_right_single_rad,suspension_travel_axle0_right_single_m,wheel_load_axle0_right_single_N,wheel_torque_axle1_left_single_Nm,brake_torque_axle1_left_single_Nm,tire_Fx_axle1_left_single_N,tire_Fz_axle1_left_single_N,slip_ratio_axle1_left_single,contact_patch_axle1_left_single,steering_angle_axle1_left_single_rad,suspension_travel_axle1_left_single_m,wheel_load_axle1_left_single_N,wheel_torque_axle1_right_single_Nm,brake_torque_axle1_right_single_Nm,tire_Fx_axle1_right_single_N,tire_Fz_axle1_right_single_N,slip_ratio_axle1_right_single,contact_patch_axle1_right_single,steering_angle_axle1_right_single_rad,suspension_travel_axle1_right_single_m,wheel_load_axle1_right_single_N
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.640,32,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.16673,0.63926,0.00000,schema_fallback_driver,97.57036,73.51478,1,11.47887,235.24731,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,59.10599,0.00000,159.58618,932.24429,0.02557,patch.axle0_left_single,0.16673,0.03588,932.24429,58.51766,0.00000,157.99768,932.24429,0.02557,patch.axle0_right_single,0.16673,0.03818,932.24429,59.10599,0.00000,159.58618,873.65985,0.02557,patch.axle1_left_single,0.00000,0.03588,873.65985,58.51766,0.00000,157.99768,873.65985,0.02557,patch.axle1_right_single,0.00000,0.03818,873.65985
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.660,33,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.17082,0.64263,0.00000,schema_fallback_driver,97.70519,73.90242,1,11.49473,236.48773,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,59.42491,0.00000,160.44727,932.43687,0.02571,patch.axle0_left_single,0.17082,0.03564,932.43687,58.81895,0.00000,158.81117,932.43687,0.02571,patch.axle0_right_single,0.17082,0.03832,932.43687,59.42491,0.00000,160.44727,873.18017,0.02571,patch.axle1_left_single,0.00000,0.03564,873.18017,58.81895,0.00000,158.81117,873.18017,0.02571,patch.axle1_right_single,0.00000,0.03832,873.18017
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.680,34,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.17482,0.64571,0.00000,schema_fallback_driver,97.82848,74.25687,1,11.50923,237.62199,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,59.71705,0.00000,161.23605,932.60156,0.02583,patch.axle0_left_single,0.17482,0.03541,932.60156,59.09394,0.00000,159.55365,932.60156,0.02583,patch.axle0_right_single,0.17482,0.03845,932.60156,59.71705,0.00000,161.23605,872.67939,0.02583,patch.axle1_left_single,0.00000,0.03541,872.67939,59.09394,0.00000,159.55365,872.67939,0.02583,patch.axle1_right_single,0.00000,0.03845,872.67939
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.700,35,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.17871,0.64850,0.00000,schema_fallback_driver,97.94007,74.57769,1,11.52236,238.64862,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,59.98203,0.00000,161.95148,932.73810,0.02594,patch.axle0_left_single,0.17871,0.03517,932.73810,59.34228,0.00000,160.22416,932.73810,0.02594,patch.axle0_right_single,0.17871,0.03856,932.73810,59.98203,0.00000,161.95148,872.15834,0.02594,patch.axle1_left_single,0.00000,0.03517,872.15834,59.34228,0.00000,160.22416,872.15834,0.02594,patch.axle1_right_single,0.00000,0.03856,872.15834
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.720,36,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.18251,0.65100,0.00000,schema_fallback_driver,98.03981,74.86446,1,11.53410,239.56628,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,60.21949,0.00000,162.59262,932.84625,0.02604,patch.axle0_left_single,0.18251,0.03493,932.84625,59.56365,0.00000,160.82186,932.84625,0.02604,patch.axle0_right_single,0.18251,0.03867,932.84625,60.21949,0.00000,162.59262,871.61783,0.02604,patch.axle1_left_single,0.00000,0.03493,871.61783,59.56365,0.00000,160.82186,871.61783,0.02604,patch.axle1_right_single,0.00000,0.03867,871.61783
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.740,37,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.18619,0.65319,0.00000,schema_fallback_driver,98.12758,75.11681,1,11.54442,240.37378,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,60.42912,0.00000,163.15862,932.92586,0.02613,patch.axle0_left_single,0.18619,0.03469,932.92586,59.75777,0.00000,161.34598,932.92586,0.02613,patch.axle0_right_single,0.18619,0.03876,932.92586,60.42912,0.00000,163.15862,871.05874,0.02613,patch.axle1_left_single,0.00000,0.03469,871.05874,59.75777,0.00000,161.34598,871.05874,0.02613,patch.axle1_right_single,0.00000,0.03876,871.05874
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.760,38,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.18978,0.65508,0.00000,schema_fallback_driver,98.20327,75.33440,1,11.55333,241.07008,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,60.61064,0.00000,163.64872,932.97678,0.02620,patch.axle0_left_single,0.18978,0.03445,932.97678,59.92440,0.00000,161.79588,932.97678,0.02620,patch.axle0_right_single,0.18978,0.03883,932.97678,60.61064,0.00000,163.64872,870.48195,0.02620,patch.axle1_left_single,0.00000,0.03445,870.48195,59.92440,0.00000,161.79588,870.48195,0.02620,patch.axle1_right_single,0.00000,0.03883,870.48195
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.780,39,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.19325,0.65667,0.00000,schema_fallback_driver,98.26677,75.51696,1,11.56080,241.65427,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,60.76381,0.00000,164.06228,932.99895,0.02627,patch.axle0_left_single,0.19325,0.03421,932.99895,60.06333,0.00000,162.17098,932.99895,0.02627,patch.axle0_right_single,0.19325,0.03889,932.99895,60.76381,0.00000,164.06228,869.88840,0.02627,patch.axle1_left_single,0.00000,0.03421,869.88840,60.06333,0.00000,162.17098,869.88840,0.02627,patch.axle1_right_single,0.00000,0.03889,869.88840
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.800,40,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.19661,0.65795,0.00000,schema_fallback_driver,98.31800,75.66425,1,11.56682,242.12560,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,60.88843,0.00000,164.39875,932.99232,0.02632,patch.axle0_left_single,0.19661,0.03398,932.99232,60.17438,0.00000,162.47081,932.99232,0.02632,patch.axle0_right_single,0.19661,0.03894,932.99232,60.88843,0.00000,164.39875,869.27902,0.02632,patch.axle1_left_single,0.00000,0.03398,869.27902,60.17438,0.00000,162.47081,869.27902,0.02632,patch.axle1_right_single,0.00000,0.03894,869.27902
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.820,41,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.19985,0.65892,0.00000,schema_fallback_driver,98.35690,75.77608,1,11.57140,242.48346,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,60.98432,0.00000,164.65767,932.95691,0.02636,patch.axle0_left_single,0.19985,0.03375,932.95691,60.25741,0.00000,162.69500,932.95691,0.02636,patch.axle0_right_single,0.19985,0.03898,932.95691,60.98432,0.00000,164.65767,868.65481,0.02636,patch.axle1_left_single,0.00000,0.03375,868.65481,60.25741,0.00000,162.69500,868.65481,0.02636,patch.axle1_right_single,0.00000,0.03898,868.65481
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.840,42,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.20298,0.65959,0.00352,schema_fallback_driver,98.38341,75.72911,1,11.57452,242.33316,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,60.95221,0.31679,164.12747,932.89278,0.02631,patch.axle0_left_single,0.20298,0.03352,932.89278,60.21437,0.31679,162.13529,932.89278,0.02631,patch.axle0_right_single,0.20298,0.03899,932.89278,60.95221,0.31679,164.12747,868.01674,0.02631,patch.axle1_left_single,0.00000,0.03352,868.01674,60.21437,0.31679,162.13529,868.01674,0.02631,patch.axle1_right_single,0.00000,0.03899,868.01674
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.860,43,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.20600,0.65994,0.01407,schema_fallback_driver,98.39751,75.40037,1,11.57618,241.28117,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,60.69307,1.26634,162.09842,932.80002,0.02612,patch.axle0_left_single,0.20600,0.03330,932.80002,59.94752,1.26634,160.08542,932.80002,0.02612,patch.axle0_right_single,0.20600,0.03900,932.80002,60.69307,1.26634,162.09842,867.36586,0.02612,patch.axle1_left_single,0.00000,0.03330,867.36586,59.94752,1.26634,160.08542,867.36586,0.02612,patch.axle1_right_single,0.00000,0.03900,867.36586
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.880,44,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.20889,0.65998,0.02459,schema_fallback_driver,98.39916,75.03700,1,11.57637,240.11839,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,60.40579,2.21297,159.99749,932.67878,0.02591,patch.axle0_left_single,0.20889,0.03309,932.67878,59.65340,2.21297,157.96603,932.67878,0.02591,patch.axle0_right_single,0.20889,0.03899,932.67878,60.40579,2.21297,159.99749,866.70318,0.02591,patch.axle1_left_single,0.00000,0.03309,866.70318,59.65340,2.21297,157.96603,866.70318,0.02591,patch.axle1_right_single,0.00000,0.03899,866.70318
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.900,45,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.21167,0.65971,0.03505,schema_fallback_driver,98.38838,74.63985,1,11.57510,238.84751,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,60.09105,3.15450,157.82954,932.52926,0.02569,patch.axle0_left_single,0.21167,0.03288,932.52926,59.33270,3.15450,155.78199,932.52926,0.02569,patch.axle0_right_single,0.21167,0.03897,932.52926,60.09105,3.15450,157.82954,866.02979,0.02569,patch.axle1_left_single,0.00000,0.03288,866.02979,59.33270,3.15450,155.78199,866.02979,0.02569,patch.axle1_right_single,0.00000,0.03897,866.02979
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.920,46,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.21432,0.65913,0.04543,schema_fallback_driver,98.36517,74.20980,1,11.57237,237.47136,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,59.74956,4.08877,155.59953,932.35169,0.02546,patch.axle0_left_single,0.21432,0.03268,932.35169,58.98612,4.08877,153.53826,932.35169,0.02546,patch.axle0_right_single,0.21432,0.03893,932.35169,59.74956,4.08877,155.59953,865.34674,0.02546,patch.axle1_left_single,0.00000,0.03268,865.34674,58.98612,4.08877,153.53826,865.34674,0.02546,patch.axle1_right_single,0.00000,0.03893,865.34674
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.940,47,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.21685,0.65824,0.05571,schema_fallback_driver,98.32957,73.74778,1,11.56819,235.99290,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,59.38204,5.01362,153.31246,932.14637,0.02522,patch.axle0_left_single,0.21685,0.03249,932.14637,58.61441,5.01362,151.23983,932.14637,0.02522,patch.axle0_right_single,0.21685,0.03888,932.14637,59.38204,5.01362,153.31246,864.65515,0.02522,patch.axle1_left_single,0.00000,0.03249,864.65515,58.61441,5.01362,151.23983,864.65515,0.02522,patch.axle1_right_single,0.00000,0.03888,864.65515
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.960,48,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.21926,0.65704,0.06585,schema_fallback_driver,98.28162,73.25475,1,11.56254,234.41520,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,58.98928,5.92692,150.97338,931.91362,0.02496,patch.axle0_left_single,0.21926,0.03231,931.91362,58.21832,5.92692,148.89178,931.91362,0.02496,patch.axle0_right_single,0.21926,0.03881,931.91362,58.98928,5.92692,150.97338,863.95611,0.02496,patch.axle1_left_single,0.00000,0.03231,863.95611,58.21832,5.92692,148.89178,863.95611,0.02496,patch.axle1_right_single,0.00000,0.03881,863.95611
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,0.980,49,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.22154,0.65553,0.07585,schema_fallback_driver,98.22138,72.73170,1,11.55546,232.74145,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,58.57207,6.82656,148.58741,931.65381,0.02470,patch.axle0_left_single,0.22154,0.03214,931.65381,57.79866,6.82656,146.49918,931.65381,0.02470,patch.axle0_right_single,0.22154,0.03873,931.65381,58.57207,6.82656,148.58741,863.25073,0.02470,patch.axle1_left_single,0.00000,0.03214,863.25073,57.79866,6.82656,146.49918,863.25073,0.02470,patch.axle1_right_single,0.00000,0.03873,863.25073
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.000,50,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.22369,0.65372,0.08567,schema_fallback_driver,98.14894,72.17967,1,11.54693,230.97495,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,58.13124,7.71048,146.15967,931.36735,0.02444,patch.axle0_left_single,0.22369,0.03197,931.36735,57.35624,7.71048,144.06717,931.36735,0.02444,patch.axle0_right_single,0.22369,0.03864,931.36735,58.13124,7.71048,146.15967,862.54016,0.02444,patch.axle1_left_single,0.00000,0.03197,862.54016,57.35624,7.71048,144.06717,862.54016,0.02444,patch.axle1_right_single,0.00000,0.03864,862.54016
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.020,51,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.22571,0.65161,0.09530,schema_fallback_driver,98.06438,71.59972,1,11.53699,229.11910,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,57.66764,8.57664,143.69532,931.05472,0.02416,patch.axle0_left_single,0.22571,0.03182,931.05472,56.89191,8.57664,141.60087,931.05472,0.02416,patch.axle0_right_single,0.22571,0.03853,931.05472,57.66764,8.57664,143.69532,861.82552,0.02416,patch.axle1_left_single,0.00000,0.03182,861.82552,56.89191,8.57664,141.60087,861.82552,0.02416,patch.axle1_right_single,0.00000,0.03853,861.82552
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.040,52,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.22760,0.64920,0.10470,schema_fallback_driver,97.96781,70.99293,1,11.52562,227.17738,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,57.18215,9.42305,141.19953,930.71639,0.02387,patch.axle0_left_single,0.22760,0.03168,930.71639,56.40655,9.42305,139.10541,930.71639,0.02387,patch.axle0_right_single,0.22760,0.03841,930.71639,57.18215,9.42305,141.19953,861.10797,0.02387,patch.axle1_left_single,0.00000,0.03168,861.10797,56.40655,9.42305,139.10541,861.10797,0.02387,patch.axle1_right_single,0.00000,0.03841,861.10797
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.060,53,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.22937,0.64648,0.11386,schema_fallback_driver,97.85936,70.36043,1,11.51287,225.15338,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,56.67566,10.24774,138.67746,930.35293,0.02358,patch.axle0_left_single,0.22937,0.03155,930.35293,55.90103,10.24774,136.58593,930.35293,0.02358,patch.axle0_right_single,0.22937,0.03828,930.35293,56.67566,10.24774,138.67746,860.38864,0.02358,patch.axle1_left_single,0.00000,0.03155,860.38864,55.90103,10.24774,136.58593,860.38864,0.02358,patch.axle1_right_single,0.00000,0.03828,860.38864
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.080,54,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23100,0.64348,0.12276,schema_fallback_driver,97.73918,69.70336,1,11.49873,223.05075,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,56.14912,11.04883,136.13425,929.96490,0.02328,patch.axle0_left_single,0.23100,0.03144,929.96490,55.37626,11.04883,134.04754,929.96490,0.02328,patch.axle0_right_single,0.23100,0.03814,929.96490,56.14912,11.04883,136.13425,859.66869,0.02328,patch.axle1_left_single,0.00000,0.03144,859.66869,55.37626,11.04883,134.04754,859.66869,0.02328,patch.axle1_right_single,0.00000,0.03814,859.66869
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.100,55,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23249,0.64019,0.13138,schema_fallback_driver,97.60740,69.02288,1,11.48322,220.87322,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,55.60344,11.82447,133.57503,929.55294,0.02298,patch.axle0_left_single,0.23249,0.03134,929.55294,54.83317,11.82447,131.49531,929.55294,0.02298,patch.axle0_right_single,0.23249,0.03798,929.55294,55.60344,11.82447,133.57503,858.94927,0.02298,patch.axle1_left_single,0.00000,0.03134,858.94927,54.83317,11.82447,131.49531,858.94927,0.02298,patch.axle1_right_single,0.00000,0.03798,858.94927
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.120,56,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23385,0.63661,0.13970,schema_fallback_driver,97.46422,68.32018,1,11.46638,218.62459,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,55.03959,12.57287,131.00489,929.11769,0.02267,patch.axle0_left_single,0.23385,0.03125,929.11769,54.27270,12.57287,128.93428,929.11769,0.02267,patch.axle0_right_single,0.23385,0.03782,929.11769,55.03959,12.57287,131.00489,858.23153,0.02267,patch.axle1_left_single,0.00000,0.03125,858.23153,54.27270,12.57287,128.93428,858.23153,0.02267,patch.axle1_right_single,0.00000,0.03782,858.23153
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.140,57,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23508,0.63275,0.14769,schema_fallback_driver,97.30981,67.59647,1,11.44821,216.30871,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,54.45855,13.29231,128.42886,928.65985,0.02236,patch.axle0_left_single,0.23508,0.03117,928.65985,53.69580,13.29231,126.36943,928.65985,0.02236,patch.axle0_right_single,0.23508,0.03764,928.65985,54.45855,13.29231,128.42886,857.51661,0.02236,patch.axle1_left_single,0.00000,0.03117,857.51661,53.69580,13.29231,126.36943,857.51661,0.02236,patch.axle1_right_single,0.00000,0.03764,857.51661
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.160,58,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23617,0.62861,0.15535,schema_fallback_driver,97.14437,66.85296,1,11.42875,213.92947,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,53.86130,13.98113,125.85194,928.18017,0.02204,patch.axle0_left_single,0.23617,0.03111,928.18017,53.10343,13.98113,123.80570,928.18017,0.02204,patch.axle0_right_single,0.23617,0.03746,928.18017,53.86130,13.98113,125.85194,856.80568,0.02204,patch.axle1_left_single,0.00000,0.03111,856.80568,53.10343,13.98113,123.80570,856.80568,0.02204,patch.axle1_right_single,0.00000,0.03746,856.80568
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.180,59,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23713,0.62420,0.16264,schema_fallback_driver,96.96812,66.09089,1,11.40801,211.49084,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,53.24884,14.63774,123.27904,927.67939,0.02172,patch.axle0_left_single,0.23713,0.03106,927.67939,52.49658,14.63774,121.24793,927.67939,0.02172,patch.axle0_right_single,0.23713,0.03726,927.67939,53.24884,14.63774,123.27904,856.09985,0.02172,patch.axle1_left_single,0.00000,0.03106,856.09985,52.49658,14.63774,121.24793,856.09985,0.02172,patch.axle1_right_single,0.00000,0.03726,856.09985
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.200,60,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23795,0.61953,0.16956,schema_fallback_driver,96.78128,65.31149,1,11.38603,208.99678,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,52.62218,15.26063,120.71499,927.15834,0.02139,patch.axle0_left_single,0.23795,0.03103,927.15834,51.87621,15.26063,118.70090,927.15834,0.02139,patch.axle0_right_single,0.23795,0.03706,927.15834,52.62218,15.26063,120.71499,855.40026,0.02139,patch.axle1_left_single,0.00000,0.03103,855.40026,51.87621,15.26063,118.70090,855.40026,0.02139,patch.axle1_right_single,0.00000,0.03706,855.40026
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.220,61,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23863,0.61460,0.17609,schema_fallback_driver,96.58410,64.51604,1,11.36284,206.45132,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,51.98233,15.84837,118.16456,926.61783,0.02106,patch.axle0_left_single,0.23863,0.03101,926.61783,51.24334,15.84837,116.16929,926.61783,0.02106,patch.axle0_right_single,0.23863,0.03685,926.61783,51.98233,15.84837,118.16456,854.70803,0.02106,patch.axle1_left_single,0.00000,0.03101,854.70803,51.24334,15.84837,116.16929,854.70803,0.02106,patch.axle1_right_single,0.00000,0.03685,854.70803
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.240,62,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23918,0.60942,0.18222,schema_fallback_driver,96.37684,63.70578,1,11.33845,203.85849,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,51.33031,16.39960,115.63240,926.05874,0.02073,patch.axle0_left_single,0.23918,0.03100,926.05874,50.59893,16.39960,113.65768,926.05874,0.02073,patch.axle0_right_single,0.23918,0.03664,926.05874,51.33031,16.39960,115.63240,854.02427,0.02073,patch.axle1_left_single,0.00000,0.03100,854.02427,50.59893,16.39960,113.65768,854.02427,0.02073,patch.axle1_right_single,0.00000,0.03664,854.02427
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.260,63,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23959,0.60399,0.18792,schema_fallback_driver,96.15975,62.88198,1,11.31291,201.22234,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,50.66716,16.91305,113.12306,925.48195,0.02040,patch.axle0_left_single,0.23959,0.03101,925.48195,49.94401,16.91305,111.17056,925.48195,0.02040,patch.axle0_right_single,0.23959,0.03642,925.48195,50.66716,16.91305,113.12306,853.35006,0.02040,patch.axle1_left_single,0.00000,0.03101,853.35006,49.94401,16.91305,111.17056,853.35006,0.02040,patch.axle1_right_single,0.00000,0.03642,853.35006
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.280,64,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23985,0.59833,0.19319,schema_fallback_driver,95.93313,62.04592,1,11.28625,198.54694,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,49.99390,17.38755,110.64097,924.88840,0.02007,patch.axle0_left_single,0.23985,0.03103,924.88840,49.27957,17.38755,108.71226,924.88840,0.02007,patch.axle0_right_single,0.23985,0.03619,924.88840,49.99390,17.38755,110.64097,852.68650,0.02007,patch.axle1_left_single,0.00000,0.03103,852.68650,49.27957,17.38755,108.71226,852.68650,0.02007,patch.axle1_right_single,0.00000,0.03619,852.68650
vehicle.subsystem_probe.v1,rover_vehicle_component_demo,vehicle_subsystem_schema_contract_v1,1.300,65,core_to_vehicle_upgrade_contract,terrain.core_ground,analytic_driver_profile,0.23999,0.59243,0.19802,schema_fallback_driver,95.69726,61.19885,1,11.25850,195.83634,schema_4wd_split,0.50000,false,fallback_vehicle_schema_only_pychrono_unavailable,49.31157,17.82199,108.19045,924.27902,0.01974,patch.axle0_left_single,0.23999,0.03107,924.27902,48.60660,17.82199,106.28703,924.27902,0.01974,patch.axle0_right_single,0.23999,0.03596,924.27902,49.31157,17.82199,108.19045,852.03463,0.01974,patch.axle1_left_single,0.00000,0.03107,852.03463,48.60660,17.82199,106.28703,852.03463,0.01974,patch.axle1_right_single,0.00000,0.03596,852.03463
